6																																																																																																			
2	4	2	4	2	4																																																																																														
2304																																																																																																			
3920																																																																																																			
4558	8371	3126	9216	8373	2285	8154	9752	8085	6603	1658	5139	2495	8035	3308	4379	9231	7875	189	1371	55	2691	4988	1956	1775	8579	317	7666	9773	1492	7689	7842	4621	1009	7258	2645	1179	2922	3379	5139	3955	8250	2687	4625	7883	8205	9327	7915	206	1218	6253	5185	8880	4358	3275	7225	7890	4823	9764	8376	9880	1644	3185	62	5468	6796	5330	1458	6674	6650	7915	1084	5209	4285	1021	4230	6846	739	2597	6374	6404	5682	8279	1973	4709	5138	8891	6416	614	787	2364	5711	349	6503	3513	2168	110	7328	6450	8519
147																																																																																																			
2896	1807	6830	3114	801	7092	8796	4357	6262	7513	4585	2939	833	2379	8623	4448	8839	8365	6210	3698	244	9398	8510	758	4022	2715	8808	1981	2436	9990	4003	4325	1909	1163	1432	5482	5681	3379	3320	2670	4979	8231	3742	2029	6847	2411	8575	5064	3274	1967	4320	8448	67	3359	5764	768	1115	3158	945	8059	7669	9424	894	9919	6899	805	4481	3908	4461	568	1241	5423	8901	8993	921	282	8694	2323	4143	2006	5856	5883	5571	1343	785	7668	513	4506	6913	4896	3334	6597	4031	8474	9902	9952	6320	2633	3106	6328
2991																																																																																																			
2664	151	4134	2180	4800	6153	8324	9663	3027	3315	3133	359	8348	227	497	3889	6189	1488	6724	7348	1321	5725	562	6999	3771	7824	5406	5507	3973	9871	7924	6726	5683	7418	3986	6074	6387	1906	2639	2491	2622	1068	449	6847	3428	354	1235	1923	5107	414	8633	8980	5165	1135	3634	1282	4899	305	6543	4067	1429	9447	4118	5213	3448	7699	373	2651	2797	6429	9228	5223	4391	3090	9455	1552	2411	3791	2304	827	4696	4161	8062	2993	7035	5744	8642	2228	8980	7775	7210	1934	9013	8986	4183	3519	3203	2207	372	1754
7823																																																																																																			
9840	9730	3208	2219	6053	2641	2756	4216	9821	1471	4762	4226	812	3200	7048	2853	1743	7730	6418	2877	8503	5002	1117	8156	9634	8340	3918	1023	3656	1742	7304	1126	7303	373	5750	5554	1614	3849	9697	4360	6369	5528	5695	6972	3092	9782	595	8637	3362	411	1505	4645	2193	6992	5554	424	8209	830	8760	9708	7965	7227	5582	9891	6925	8433	341	8019	8802	4366	2012	6785	5184	9911	7782	4636	7811	823	4592	5260	3783	3746	5042	853	9754	5078	4138	5575	6045	4963	2160	5785	7348	5038	9373	1989	6415	8141	4580	3598
7057																																																																																																			
5409	9181	3826	1373	7449	3346	5438	8270	748	316	2246	5247	5333	9928	3431	1172	4135	5107	8905	6033	7044	817	1422	743	6727	1542	7575	1935	2651	7933	7445	417	2482	6973	1622	7269	4864	9946	9206	9646	4929	5779	7817	3928	182	3770	6785	9070	5129	7892	1385	4221	8703	9736	9836	8200	7597	6503	3727	7063	5285	7652	6638	4837	4579	3184	4896	7693	4021	5639	8687	2213	1861	7268	9215	4083	6290	4035	8322	2020	7569	9582	9084	242	2469	9257	9261	4514	2588	8804	2518	4087	9252	1393	2761	375	8714	9791	7605	740
9591																																																																																																			
6211	4558	3271	9948	8497	5225	8492	8956	6481	9797	5037	9765	3128	1676	4381	4427	8356	3214	2724	3609	6759	7870	1229	4953	5775	321	1932	7549	9566	8191	2266	4694	782	4414	7335	8106	1920	4493	2304	117	2585	2828	3328	5924	4342	8650	2196	2312	8718	6450	4802	7824	5316	6402	4882	8452	1572	1130	912	1455	7643	4951	8605	791	7658	6308	2234	2290	4761	2169	7499	6876	1870	8709	5103	7372	7676	5106	8602	4082	2700	2480	6323	8014	779	8898	7575	4522	7712	127	3795	831	8503	7180	179	7894	3698	3157	627	7898
8939																																																																																																			
4606	8731	5097	8796	6736	8881	6678	7569	7651	4608	9632	1942	6331	4167	828	962	3505	8510	2742	1200	5789	7479	9064	6902	2746	7474	1639	7694	4909	7750	1178	2431	6128	1093	2048	2182	1449	626	4337	7873	6695	6921	3692	2710	4020	1988	905	6065	3261	9538	8544	8506	6545	4826	4865	2874	6965	5508	8678	3051	8997	7657	8663	427	2966	218	4950	2465	4913	3236	320	3486	7958	1510	4617	9683	429	2739	7649	9860	3521	5309	5918	7642	1164	7317	4099	9295	5345	5161	1359	3894	2496	4834	3272	778	5832	3884	8418	3389
6270																																																																																																			
1028	2328	1536	6001	5292	2832	3591	4933	5800	1716	8003	6471	8491	5735	9519	3479	2382	2288	1704	595	878	6428	6623	1790	3024	7807	8273	6057	8348	4883	7271	7934	4372	8434	6037	2675	5791	984	5448	5033	9931	2039	7928	2863	6729	859	6260	929	5682	2592	4619	9686	2241	9049	930	7714	1935	5558	7659	4112	4814	2261	7779	6090	255	313	4445	9200	1680	9060	5475	2356	5956	5740	905	3496	9881	4212	7913	2909	5091	8579	7794	5696	279	7961	4694	8321	3426	5638	2442	8710	9867	648	7699	8596	8981	7284	617	8897
7756																																																																																																			
1519	7193	3994	8746	5363	123	6858	8966	8618	3790	9677	8333	3897	8123	8989	4584	3893	707	5501	4422	241	8357	6063	1272	4072	850	1847	3623	8469	6575	1648	6129	6217	1408	4003	5037	1328	8376	3057	2447	6331	8897	1316	8131	2015	3210	5089	3210	4111	7859	5544	348	4088	3570	7941	211	4752	2211	6688	7047	8845	907	6124	9649	1398	715	7677	3439	4828	603	5859	3245	1974	3742	4750	7354	9367	731	7702	8599	7051	1199	11	9647	8977	5822	318	4354	9208	861	4091	6623	1588	9167	2440	351	4233	8608	7216	5108
5902																																																																																																			
2025	5421	7537	265	3313	9799	2769	1392	68	5527	8833	1536	64	1537	6067	4384	1879	5482	5105	3016	9249	6118	7028	7122	9312	900	4288	363	6988	5383	8779	6938	3996	1090	8214	9518	1801	569	8035	3882	1877	5583	2536	4310	1705	1481	5976	4232	8327	8566	1121	1073	7974	7956	4108	6950	3851	8582	1798	3724	5653	9737	8217	4466	4087	6143	6851	5814	6542	5835	3816	2108	4323	7139	2570	15	1862	5922	876	8007	7797	5570	2618	3186	2072	4771	7413	8389	3409	9212	1397	151	1050	1553	5139	8346	4505	128	3578	6521
8666																																																																																																			
756	1628	5678	3965	192	4091	6923	605	1006	4448	9780	1907	5009	8016	7313	4663	4617	6773	6129	568	9855	4697	7977	5377	2041	5650	5903	2363	3799	8408	371	1503	1087	1179	3357	9488	5595	7190	8650	2960	9294	799	9128	5294	7443	8270	2336	2329	367	2895	8635	1157	8551	3894	8613	9661	7188	5792	1520	8989	2095	5412	6274	8760	942	7016	9562	7263	5277	4365	911	8525	900	6681	7364	8179	1158	1942	3389	114	3730	3278	7865	6595	9017	2807	6721	3680	6290	638	7880	1072	6415	6569	4245	8721	9715	6886	5631	1182
5737																																																																																																			
8457	8140	4394	7976	8908	7465	2422	2347	941	8864	7351	3120	5880	2871	8680	6156	303	8122	1282	2832	3836	5939	6929	1933	4888	1792	2345	2278	5009	3144	3493	2975	5098	7910	4145	1958	2898	6944	7060	4521	2872	5572	2466	2582	4803	5561	1402	3895	9580	8159	607	1597	6412	3145	3565	2259	7211	8182	6415	2682	1528	1846	2257	6583	2548	8238	6846	2739	4951	6332	5983	8585	9691	9260	864	6060	4471	9757	9260	6885	54	2168	5114	9463	2625	4330	5429	3839	7466	8681	6298	3828	398	96	4675	8768	7672	153	1237	6828
9160																																																																																																			
8540	290	7134	5506	2881	2529	7181	8231	4997	6156	2695	9782	6368	2576	1011	4880	7696	901	5941	2632	7084	7774	1876	7756	930	1254	7307	1754	1376	3192	8709	7363	282	7963	9545	4033	5071	6000	7901	8810	9883	1073	3076	3835	8539	7542	5726	3971	5684	4733	1597	7261	8266	954	1619	1584	2540	5105	7405	1022	7173	3173	2074	4536	6466	4625	9624	8586	1250	2329	5649	3003	4192	2423	9810	3285	3621	7476	6384	6441	9938	5449	1857	5227	5392	3287	5516	6125	9124	2987	8517	5302	9990	2007	5857	1016	4389	9713	8648	3425
6058																																																																																																			
4038	7994	5391	1133	5536	6103	9475	4025	8968	5890	5784	9925	4820	436	2404	504	6257	8847	9643	5770	9723	7107	3070	6410	5925	1834	8806	5628	9216	8838	6166	10	341	2792	9751	1789	809	3144	7042	1754	4444	7783	9386	8654	2756	8473	3946	9716	9880	5623	5694	3396	2083	9269	9570	687	8253	6777	9804	9270	9276	2691	8348	5394	7809	2826	8789	4629	8272	3051	5246	4391	1758	9918	4035	9171	4399	58	1064	2015	4195	231	1135	1569	238	6945	3994	406	7238	2071	2190	4221	3523	3256	8997	4688	1457	9036	6771	7101
5610																																																																																																			
3147	4135	3327	8899	3078	555	6142	251	1358	626	8507	5414	8223	5966	7599	1568	4004	6501	7927	9043	9238	5695	244	3366	307	4929	6596	9540	1418	9506	6358	1405	306	2516	8614	90	4154	9064	9018	6683	7574	4469	3439	4532	6218	2617	8784	3855	8907	8225	4559	9425	8311	2081	9772	3854	8918	4933	4463	2416	1269	8897	7111	6298	4839	7944	434	384	5473	6827	1022	2846	9746	5201	7147	8213	7528	6907	1759	4875	2624	7331	871	2456	5205	8290	1395	212	7679	3815	485	1082	3334	6727	1421	900	6395	9343	9452	5313
544																																																																																																			
439	728	868	564	378	413	767	942	318	737	888	831	427	723	929	394	530	144	180	124	455	964	750	518	599	134	599	706	141	760	175	510	360	855	897	685	323	343	397	303	236	91	840	218	401	227	49	536	808	941	898	592	461	137	657	743	854	418	7	438	600	321	148	620	41	472	367	823	108	462	283	289	574	778	349	54	36	995	31	537	241	924	77	465	314	998	829	458	16	678	2	44	574	566	251	75	443	170	833	764
680																																																																																																			
631	101	98	583	735	673	82	244	559	690	135	947	13	218	850	921	576	350	583	92	346	543	122	535	352	288	567	225	869	786	533	791	401	425	438	584	393	453	641	653	881	859	389	599	193	350	961	173	306	347	630	20	305	477	973	347	880	304	144	662	387	173	750	522	834	503	468	839	229	193	46	27	130	787	592	991	300	722	54	335	405	646	328	799	442	582	522	788	280	357	382	483	670	964	506	817	730	229	883	175
271																																																																																																			
752	733	44	101	994	674	28	292	133	65	648	265	307	434	128	498	825	156	255	9	28	344	458	446	950	945	720	164	436	455	135	525	687	856	852	693	128	746	351	530	258	697	628	77	690	344	449	856	99	799	995	409	812	247	80	202	486	466	198	408	813	138	628	74	678	476	509	452	283	796	992	429	665	971	239	1000	574	151	130	452	150	51	522	479	623	996	503	156	625	654	323	812	962	346	358	232	145	143	669	844
382																																																																																																			
573	732	447	743	730	478	639	178	97	958	673	40	806	332	857	490	971	933	658	342	38	367	986	492	352	852	592	533	37	546	116	278	353	700	458	720	698	407	668	300	459	227	201	702	707	268	47	728	244	104	946	18	4	706	467	740	529	198	801	126	432	161	34	446	427	145	617	771	860	615	214	116	224	110	958	919	889	615	689	83	978	968	482	650	988	682	454	270	872	742	904	676	105	387	852	885	862	949	129	203
88																																																																																																			
505	76	503	69	742	331	520	308	998	310	821	111	764	909	301	722	744	91	602	444	496	573	962	25	854	321	51	74	213	938	571	562	254	987	682	708	301	275	967	817	140	222	995	806	227	973	657	178	838	591	194	846	214	465	502	397	21	495	856	294	269	797	120	914	113	969	9	353	151	448	588	143	620	125	623	256	926	491	816	875	566	270	757	56	640	534	551	134	386	754	824	746	902	187	821	166	768	929	432	839
913																																																																																																			
773	490	567	660	50	736	810	340	902	747	845	302	593	311	494	423	643	2	73	514	517	175	219	359	320	39	222	532	240	260	118	484	799	856	158	212	529	276	158	71	878	169	380	354	129	948	888	347	112	485	333	121	802	740	914	830	558	726	566	127	258	662	514	927	409	965	440	544	125	289	174	952	339	79	844	74	973	167	144	76	610	827	731	612	64	709	159	537	727	672	814	913	84	301	949	349	528	344	267	88
734																																																																																																			
786	190	693	103	346	527	308	587	301	484	456	664	51	643	41	593	911	973	668	680	65	744	362	141	470	544	712	856	443	513	843	810	634	379	849	575	471	585	868	805	513	446	159	952	400	415	390	962	128	719	487	126	585	765	228	914	443	246	555	422	122	596	277	696	705	394	794	539	666	703	972	154	359	192	532	222	72	163	956	571	880	585	118	544	562	507	830	281	737	666	604	853	381	373	354	413	833	415	307	455
851																																																																																																			
788	627	885	292	136	667	828	506	538	960	445	927	741	434	375	934	389	897	679	729	688	754	128	92	457	552	758	414	598	72	745	249	144	937	668	812	17	581	280	552	885	188	12	831	248	77	11	472	432	118	144	920	389	909	452	296	91	260	796	734	424	686	769	311	220	992	241	234	7	891	344	451	37	758	775	851	715	303	470	814	142	282	371	51	840	43	379	832	485	343	137	181	374	403	728	495	191	159	365	183
190																																																																																																			
581	350	464	574	985	756	898	236	142	64	869	826	356	657	978	757	181	482	181	712	897	946	610	363	836	282	515	391	222	209	182	651	259	333	312	634	650	297	502	568	618	177	805	494	257	938	300	281	124	304	662	574	88	623	209	544	806	221	559	854	829	587	917	747	978	35	374	778	558	534	638	22	231	57	247	122	956	107	283	503	298	581	891	375	295	20	404	959	729	801	271	858	220	311	842	819	294	979	751	772
424																																																																																																			
474	893	326	870	45	431	203	923	181	298	694	638	239	871	942	496	953	614	780	845	109	794	59	7	888	341	878	491	434	134	789	304	83	450	582	300	497	427	266	229	128	906	552	496	619	322	920	820	459	551	29	155	509	242	598	46	800	413	176	756	161	626	996	652	152	915	272	472	781	53	785	873	807	176	884	982	154	558	66	525	885	162	573	17	407	633	59	421	683	821	851	53	412	843	112	29	701	343	755	553
233																																																																																																			
483	318	10	328	483	24	810	414	779	475	699	786	983	377	548	403	717	246	879	987	747	993	141	389	717	22	153	726	619	567	891	547	231	504	863	934	48	759	743	684	991	981	351	465	565	963	953	50	395	984	578	221	872	129	516	502	583	424	870	753	856	149	445	292	376	716	276	834	945	857	919	817	834	763	443	809	121	841	725	658	648	804	233	827	26	355	549	670	758	641	600	90	845	435	1	651	456	570	237	491
986																																																																																																			
162	177	47	358	968	962	127	489	614	828	541	146	2	97	779	710	647	959	296	877	478	796	663	933	983	822	187	743	102	321	202	60	278	506	869	486	852	801	494	364	786	797	603	744	115	370	459	233	885	80	959	573	75	909	408	338	797	161	361	841	926	382	308	588	200	77	185	949	335	482	963	840	352	378	353	468	326	381	515	481	917	3	983	515	337	606	626	678	119	353	493	999	843	563	410	651	175	65	263	458
980																																																																																																			
254	134	249	462	657	189	631	153	620	937	553	659	414	34	124	331	280	499	708	481	894	437	785	630	51	475	983	98	12	301	980	382	289	710	267	110	529	655	353	597	967	507	740	44	723	200	207	374	600	177	904	806	475	392	637	235	617	623	786	367	694	971	643	773	611	822	930	854	858	396	786	17	56	134	779	694	311	384	251	47	512	395	228	936	305	490	996	764	210	13	562	902	954	614	858	609	106	678	329	556
864																																																																																																			
339	929	929	749	323	553	594	535	702	411	174	175	20	349	773	247	365	218	307	739	365	920	269	358	182	332	268	234	93	595	728	386	64	403	338	597	785	273	114	380	922	528	576	959	126	684	241	298	58	517	901	719	436	131	725	404	843	306	587	442	87	753	521	749	633	858	731	209	138	508	137	930	318	681	234	480	772	781	2	832	915	675	203	417	292	419	565	552	209	258	618	901	60	77	988	665	72	540	320	268
80																																																																																																			
544	543	150	789	122	16	348	327	172	424	890	115	832	914	940	486	195	502	563	467	418	235	362	268	439	23	724	674	559	250	72	672	947	807	672	256	91	846	350	196	260	880	789	668	224	255	489	428	349	386	605	707	122	129	572	729	729	95	232	811	605	624	2	15	988	120	522	373	527	387	703	772	306	939	359	572	619	583	933	624	19	996	895	256	735	615	686	37	145	735	648	889	900	529	827	120	594	939	917	607
736																																																																																																			
649	445	169	373	185	44	967	955	183	486	12	512	573	102	388	565	724	723	518	265	682	418	713	748	931	952	34	681	968	233	520	622	141	298	122	102	167	594	426	54	481	465	497	634	284	366	429	125	28	944	28	268	498	122	612	356	367	727	776	815	109	257	424	829	943	3	252	421	550	991	654	195	21	978	794	606	50	372	69	84	747	363	537	490	678	396	869	366	780	602	573	575	829	191	179	289	211	39	153	848
223																																																																																																			
381	122	136	20	331	969	600	930	769	429	74	930	286	514	457	43	774	485	283	781	398	170	461	17	31	940	180	514	220	58	57	854	801	837	149	742	993	566	168	26	866	741	58	711	735	766	446	183	301	489	711	195	863	92	290	817	494	770	950	20	788	188	450	460	769	727	186	92	671	80	283	902	601	25	255	987	620	893	286	179	13	931	110	950	846	667	499	703	205	861	860	887	550	645	266	431	290	154	514	786
578																																																																																																			
257	780	316	557	135	971	281	355	148	569	951	502	485	688	34	479	129	871	287	863	879	5	471	387	961	725	696	138	821	313	615	659	931	484	665	17	685	114	460	87	725	590	296	388	441	917	229	175	20	993	403	10	337	695	134	908	345	164	394	844	509	163	864	185	216	568	692	548	430	704	911	747	928	611	654	343	175	846	126	743	747	696	369	468	360	377	919	408	613	626	251	216	700	941	220	74	686	314	353	611
274																																																																																																			
742	452	421	546	351	530	43	679	28	178	164	478	751	684	445	449	898	511	803	597	49	719	516	30	522	830	574	614	552	895	865	625	246	599	209	88	359	788	88	892	596	112	694	627	187	725	583	456	519	407	439	690	253	459	593	184	80	793	905	653	155	686	544	655	284	947	189	379	514	862	411	271	668	625	431	415	134	806	510	380	616	115	820	392	612	141	425	918	508	174	568	658	408	491	627	937	907	891	488	423
257																																																																																																			
960	94	247	214	353	226	169	98	969	54	137	7	993	937	81	360	611	947	991	626	80	915	956	749	195	423	23	39	278	41	716	102	258	39	174	783	80	640	188	15	843	155	219	207	823	294	222	634	489	91	60	455	345	645	339	437	887	229	4	181	716	691	966	22	456	796	799	911	372	54	438	284	441	448	5	438	922	639	87	977	208	954	459	707	606	432	546	999	818	852	629	473	106	115	944	798	454	40	349	93
89																																																																																																			
471	117	642	78	866	77	371	683	52	981	510	574	927	886	297	391	904	875	873	420	795	308	793	183	966	180	42	252	316	247	199	129	313	353	793	43	17	41	143	13	747	946	367	155	218	182	448	812	909	144	481	733	184	342	635	312	342	249	302	835	452	927	414	340	996	371	833	11	615	314	747	120	726	286	99	808	914	916	445	425	858	113	409	305	683	701	335	505	781	682	589	758	879	660	732	120	583	251	775	529
486																																																																																																			
625	136	66	958	200	67	914	68	195	837	790	926	503	289	977	293	974	521	221	300	210	969	448	532	145	871	558	187	965	77	809	309	958	406	704	532	938	263	413	390	468	358	865	713	104	900	85	274	791	20	235	357	625	415	234	546	458	157	788	119	513	664	733	732	264	838	828	249	179	511	779	530	553	544	528	20	288	517	249	522	185	606	70	499	354	129	698	289	545	722	791	936	607	195	25	687	10	719	271	273
844																																																																																																			
610	729	584	920	904	428	609	228	602	483	1000	867	930	645	208	437	962	393	880	386	394	698	940	560	727	378	900	317	934	893	815	113	781	436	77	574	323	454	424	201	144	860	898	888	926	270	11	504	217	934	913	782	937	672	377	269	384	942	825	498	259	513	825	794	990	980	119	308	301	631	308	484	215	241	647	43	754	66	813	397	993	677	852	139	802	247	333	903	458	347	576	960	445	360	446	8	982	497	47	711
694																																																																																																			
107	639	506	172	275	469	904	623	826	651	836	864	567	818	314	368	951	879	158	538	222	55	193	39	618	122	89	919	783	937	419	774	967	62	702	688	443	894	381	828	319	655	422	930	977	161	703	575	34	655	877	195	749	204	221	348	972	7	968	953	645	165	164	913	215	931	227	399	200	233	279	217	996	566	734	510	960	466	215	571	438	570	990	999	579	305	54	543	303	864	906	343	609	989	309	771	185	428	112	753
940																																																																																																			
744	511	332	802	533	782	870	283	406	942	859	71	367	184	344	926	54	64	216	583	912	950	886	857	343	908	263	200	781	542	440	37	94	357	105	432	671	233	262	294	659	811	658	865	501	749	830	779	516	27	895	521	747	574	347	805	848	877	780	302	495	75	663	44	429	990	350	868	531	26	524	529	156	115	177	685	820	323	383	618	117	242	595	546	147	783	594	1000	256	197	241	332	898	374	557	650	542	605	554	949
194																																																																																																			
253	645	239	769	560	584	82	709	146	394	712	80	406	254	694	724	13	674	285	735	512	600	134	679	723	264	515	979	580	781	895	871	149	360	992	297	893	709	107	709	685	178	217	315	272	720	545	366	788	931	920	784	965	212	190	319	740	189	173	156	687	342	196	865	342	655	323	260	780	184	982	858	104	430	681	302	166	957	695	495	420	415	536	60	229	517	957	696	587	919	421	344	158	778	582	829	450	882	722	42
932																																																																																																			
970	610	244	978	680	717	815	784	546	778	708	382	365	908	548	418	606	198	966	300	246	81	377	125	946	463	402	871	328	222	966	495	280	33	893	265	993	139	58	930	381	93	192	628	764	950	264	943	460	314	897	182	275	96	853	593	333	735	626	954	87	458	89	191	50	119	964	275	263	462	805	5	995	666	835	969	898	507	2	883	717	875	307	519	962	736	212	928	83	10	855	920	731	418	686	386	684	400	485	742
760																																																																																																			
809	963	882	593	64	174	838	123	606	371	791	424	680	95	259	287	73	945	995	17	338	438	345	431	132	592	263	575	672	564	900	597	283	750	412	739	821	544	808	363	1	318	994	398	846	387	402	49	476	810	976	961	781	114	265	754	256	52	441	726	773	260	832	823	135	164	182	348	998	511	230	999	459	37	31	864	784	970	366	263	520	679	987	997	768	582	216	922	576	503	29	461	824	1	983	844	881	272	464	480
818																																																																																																			
492	262	40	279	548	230	901	243	472	555	979	520	769	949	13	586	830	209	280	817	514	972	459	124	282	792	789	101	515	14	671	336	768	74	583	416	674	163	128	301	400	351	982	944	942	519	562	677	646	875	584	896	673	404	660	660	923	380	507	577	324	906	337	100	670	324	860	905	789	216	798	817	950	419	531	398	41	239	735	37	209	460	518	10	100	656	289	661	686	776	22	768	917	948	87	991	492	35	768	966
307																																																																																																			
176	487	208	738	659	577	451	739	966	345	49	668	147	623	967	824	765	968	711	295	781	546	399	656	895	396	880	390	59	336	760	896	222	413	760	575	273	548	956	707	603	384	173	353	346	9	343	499	194	971	132	162	804	824	980	442	572	409	361	215	962	5	423	78	746	530	959	274	477	343	262	647	936	210	952	419	646	784	752	62	707	848	697	229	991	402	343	381	456	838	445	784	241	284	41	948	46	290	374	583
727																																																																																																			
260	749	650	987	860	240	449	290	310	153	358	573	317	319	534	61	234	220	114	762	26	213	679	538	993	684	339	352	963	781	804	763	498	341	264	939	978	763	803	280	920	784	966	764	151	661	909	596	2	224	716	910	117	289	797	476	887	515	567	756	358	1000	123	304	260	887	27	659	910	749	675	192	713	635	14	919	566	226	51	301	41	201	256	213	551	716	970	687	53	788	752	650	136	646	942	45	391	18	718	575
636																																																																																																			
19	27	548	924	595	723	223	832	222	626	955	183	673	280	149	637	314	387	107	157	631	69	487	977	537	230	979	830	423	836	607	612	742	336	445	110	656	887	693	237	478	170	901	381	244	444	842	250	980	459	722	401	931	454	29	475	65	65	743	969	104	762	959	281	521	951	74	886	304	758	198	788	48	102	713	425	547	66	987	916	507	626	957	332	56	234	741	881	515	816	528	739	420	431	869	169	56	934	956	439
990																																																																																																			
191	830	257	768	341	540	967	385	226	306	472	342	591	426	886	865	391	369	463	872	961	760	236	857	480	335	331	772	450	488	375	618	131	288	865	886	326	455	979	987	654	469	943	598	498	245	181	347	609	828	162	266	717	182	176	251	926	851	182	307	534	540	889	580	382	19	468	829	721	77	160	314	926	462	651	948	322	462	397	850	984	333	405	634	689	463	242	795	317	819	757	144	12	138	807	463	885	941	260	793
987																																																																																																			
763	684	523	60	335	773	116	970	381	628	613	21	936	576	134	221	77	490	591	633	264	37	775	319	454	131	495	986	570	367	348	873	951	107	827	856	442	656	539	666	435	260	880	400	814	782	950	171	53	569	611	589	355	764	803	361	531	435	15	35	878	282	859	227	247	850	289	277	150	721	546	599	228	80	567	947	688	636	381	315	901	462	744	125	248	916	347	88	406	198	962	875	773	392	670	685	491	71	851	274
416																																																																																																			
206	464	585	393	322	264	279	940	395	978	875	89	151	22	672	367	354	314	403	952	317	562	557	621	412	524	501	766	734	527	900	359	109	564	812	863	18	925	173	56	73	383	521	91	788	243	658	909	707	122	998	742	692	782	446	438	328	442	720	88	995	747	448	241	805	793	679	840	946	575	763	582	224	847	842	511	623	795	314	967	775	374	785	789	450	875	424	122	609	226	690	980	816	656	586	435	704	234	436	960
476																																																																																																			
677	456	591	115	612	7	378	749	822	448	958	769	963	707	84	708	924	381	45	617	702	730	197	561	441	769	287	440	411	302	127	757	927	430	650	440	845	870	382	326	74	589	516	667	467	961	446	299	270	517	833	241	903	756	906	395	658	838	229	83	813	176	448	463	860	434	251	664	359	493	896	424	816	169	397	819	926	569	515	955	991	59	890	933	219	758	507	23	998	225	778	14	684	729	512	956	607	444	424	894
35																																																																																																			
403	548	694	594	486	69	457	298	63	659	260	549	640	262	280	710	206	253	101	346	230	180	982	358	344	251	187	266	900	365	463	862	675	606	30	414	931	747	27	292	95	459	27	816	273	937	244	796	543	471	949	575	752	918	552	289	570	944	307	401	350	324	338	282	759	904	328	431	964	419	388	297	565	331	94	622	135	60	174	76	995	948	54	38	395	248	504	201	292	417	165	435	198	434	820	390	364	516	650	172
686																																																																																																			
339	234	551	154	12	859	158	359	671	832	880	302	414	140	862	596	190	413	593	187	680	172	617	235	73	409	174	131	990	82	127	687	402	417	963	365	337	411	298	32	331	62	135	624	942	532	795	436	474	133	357	821	939	767	381	579	62	710	230	134	544	214	933	818	472	961	545	591	188	520	874	536	441	290	648	792	934	871	306	442	734	629	555	943	443	877	560	368	793	665	790	181	380	428	894	762	50	595	865	157
547																																																																																																			
64	695	587	1000	361	159	496	138	732	478	438	38	925	533	824	454	854	758	744	316	528	29	421	501	513	159	160	738	974	968	608	175	444	362	179	549	979	15	308	771	951	200	959	897	215	761	927	943	97	814	857	616	221	271	477	706	769	748	592	563	932	365	471	389	291	836	476	335	352	638	96	327	381	63	213	104	91	455	525	455	203	282	951	952	94	437	380	411	499	536	681	852	769	336	642	815	568	183	281	705
888																																																																																																			
335	440	22	624	120	380	535	911	409	562	566	733	919	110	93	362	523	637	550	146	603	244	418	492	560	851	115	70	845	959	731	789	606	99	359	721	965	898	300	632	683	587	158	196	605	139	497	676	284	228	3	713	381	927	56	200	911	812	950	343	650	151	284	183	185	703	805	384	956	351	79	801	669	848	23	343	286	515	90	909	924	808	95	707	187	882	312	674	495	738	127	152	818	535	32	813	473	932	232	46
443																																																																																																			
64	655	189	458	464	23	50	964	578	428	300	954	452	29	867	351	671	575	224	579	744	779	322	293	125	531	30	572	199	512	546	843	66	41	895	749	186	708	901	886	956	193	373	746	139	609	229	927	965	450	517	141	7	516	526	611	405	992	17	197	273	593	16	407	189	598	275	948	254	871	80	838	289	214	619	338	857	290	28	427	844	518	37	974	379	971	725	326	469	142	626	593	569	225	582	851	859	119	736	569
383																																																																																																			
810	541	629	410	964	286	820	928	757	53	754	939	414	188	423	398	491	719	723	221	842	636	493	978	954	283	761	565	609	396	381	430	668	118	700	666	125	673	613	987	403	321	831	734	271	755	162	431	752	983	933	202	854	30	809	228	292	441	894	889	278	167	384	984	439	299	545	316	645	72	382	164	899	923	222	52	688	514	745	79	82	440	484	212	571	544	591	18	930	817	887	986	265	394	591	213	897	223	250	429
285																																																																																																			
824	102	671	141	951	681	987	159	436	487	602	240	891	894	312	547	342	615	67	26	741	514	287	503	600	437	44	969	459	214	530	609	861	409	373	446	271	381	763	29	358	329	682	321	158	598	756	505	152	737	228	79	851	347	194	4	799	974	784	968	661	702	609	27	728	260	416	842	116	365	11	718	409	363	206	865	531	477	231	902	464	523	909	872	858	774	454	263	211	515	750	109	707	593	793	282	595	980	760	859
852																																																																																																			
104	242	114	697	309	335	666	457	705	235	69	540	572	518	935	582	287	482	903	945	715	670	692	143	656	498	726	413	205	155	225	84	883	8	397	673	795	856	242	776	245	796	731	973	59	75	49	544	756	735	78	790	509	58	122	479	285	470	144	254	660	622	208	87	505	797	990	141	193	45	861	965	251	878	661	714	967	878	881	442	829	526	663	329	610	19	648	474	670	573	53	761	764	253	253	108	975	179	225	233
842																																																																																																			
984	185	691	816	888	486	818	936	515	842	918	970	281	841	557	115	30	766	668	247	568	794	114	183	285	418	648	715	18	239	859	772	852	877	157	209	168	441	772	546	929	376	841	840	59	977	775	361	436	921	284	398	751	291	692	545	738	334	981	170	236	590	231	249	64	243	380	340	553	481	535	28	495	416	613	582	340	568	499	819	180	322	811	941	341	190	885	345	142	883	336	57	989	637	338	127	476	579	932	717
543																																																																																																			
